DATE_ID,DATE_VALUE,DAY,MONTH,YEAR,QUARTER,WEEK
21160111,2116-01-11,11,1,2116,1,2
21160112,2116-01-12,12,1,2116,1,3
21160113,2116-01-13,13,1,2116,1,3
21160114,2116-01-14,14,1,2116,1,3
21160115,2116-01-15,15,1,2116,1,3
21160116,2116-01-16,16,1,2116,1,3
21160117,2116-01-17,17,1,2116,1,3
21160118,2116-01-18,18,1,2116,1,3
21160119,2116-01-19,19,1,2116,1,4
21160120,2116-01-20,20,1,2116,1,4
21160121,2116-01-21,21,1,2116,1,4
21160122,2116-01-22,22,1,2116,1,4
21160123,2116-01-23,23,1,2116,1,4
21160124,2116-01-24,24,1,2116,1,4
21160125,2116-01-25,25,1,2116,1,4
21160126,2116-01-26,26,1,2116,1,5
21160127,2116-01-27,27,1,2116,1,5
21160128,2116-01-28,28,1,2116,1,5
21160129,2116-01-29,29,1,2116,1,5
21160130,2116-01-30,30,1,2116,1,5
21160131,2116-01-31,31,1,2116,1,5
21160201,2116-02-01,1,2,2116,1,5
21160202,2116-02-02,2,2,2116,1,6
21160203,2116-02-03,3,2,2116,1,6
21160204,2116-02-04,4,2,2116,1,6
21160205,2116-02-05,5,2,2116,1,6
21160206,2116-02-06,6,2,2116,1,6
21160207,2116-02-07,7,2,2116,1,6
21160208,2116-02-08,8,2,2116,1,6
21160209,2116-02-09,9,2,2116,1,7
21160210,2116-02-10,10,2,2116,1,7
21160211,2116-02-11,11,2,2116,1,7
21160212,2116-02-12,12,2,2116,1,7
21160213,2116-02-13,13,2,2116,1,7
21160214,2116-02-14,14,2,2116,1,7
21160215,2116-02-15,15,2,2116,1,7
21160216,2116-02-16,16,2,2116,1,8
21160217,2116-02-17,17,2,2116,1,8
21160218,2116-02-18,18,2,2116,1,8
21160219,2116-02-19,19,2,2116,1,8
21160220,2116-02-20,20,2,2116,1,8
21160221,2116-02-21,21,2,2116,1,8
21160222,2116-02-22,22,2,2116,1,8
21160223,2116-02-23,23,2,2116,1,9
21160224,2116-02-24,24,2,2116,1,9
21160225,2116-02-25,25,2,2116,1,9
21160226,2116-02-26,26,2,2116,1,9
21160227,2116-02-27,27,2,2116,1,9
21160228,2116-02-28,28,2,2116,1,9
21160229,2116-02-29,29,2,2116,1,9
21160301,2116-03-01,1,3,2116,1,10
21160302,2116-03-02,2,3,2116,1,10
21160303,2116-03-03,3,3,2116,1,10
21160304,2116-03-04,4,3,2116,1,10
21160305,2116-03-05,5,3,2116,1,10
21160306,2116-03-06,6,3,2116,1,10
21160307,2116-03-07,7,3,2116,1,10
21160308,2116-03-08,8,3,2116,1,11
21160309,2116-03-09,9,3,2116,1,11
21160310,2116-03-10,10,3,2116,1,11
21160311,2116-03-11,11,3,2116,1,11
21160312,2116-03-12,12,3,2116,1,11
21160313,2116-03-13,13,3,2116,1,11
21160314,2116-03-14,14,3,2116,1,11
21160315,2116-03-15,15,3,2116,1,12
21160316,2116-03-16,16,3,2116,1,12
21160317,2116-03-17,17,3,2116,1,12
21160318,2116-03-18,18,3,2116,1,12
21160319,2116-03-19,19,3,2116,1,12
21160320,2116-03-20,20,3,2116,1,12
21160321,2116-03-21,21,3,2116,1,12
21160322,2116-03-22,22,3,2116,1,13
21160323,2116-03-23,23,3,2116,1,13
21160324,2116-03-24,24,3,2116,1,13
21160325,2116-03-25,25,3,2116,1,13
21160326,2116-03-26,26,3,2116,1,13
21160327,2116-03-27,27,3,2116,1,13
21160328,2116-03-28,28,3,2116,1,13
21160329,2116-03-29,29,3,2116,1,14
21160330,2116-03-30,30,3,2116,1,14
21160331,2116-03-31,31,3,2116,1,14
21160401,2116-04-01,1,4,2116,2,14
21160402,2116-04-02,2,4,2116,2,14
21160403,2116-04-03,3,4,2116,2,14
21160404,2116-04-04,4,4,2116,2,14
21160405,2116-04-05,5,4,2116,2,15
21160406,2116-04-06,6,4,2116,2,15
21160407,2116-04-07,7,4,2116,2,15
21160408,2116-04-08,8,4,2116,2,15
21160409,2116-04-09,9,4,2116,2,15
21160410,2116-04-10,10,4,2116,2,15
21160411,2116-04-11,11,4,2116,2,15
21160412,2116-04-12,12,4,2116,2,16
21160413,2116-04-13,13,4,2116,2,16
21160414,2116-04-14,14,4,2116,2,16
21160415,2116-04-15,15,4,2116,2,16
21160416,2116-04-16,16,4,2116,2,16
21160417,2116-04-17,17,4,2116,2,16
21160418,2116-04-18,18,4,2116,2,16
21160419,2116-04-19,19,4,2116,2,17
21160420,2116-04-20,20,4,2116,2,17
21160421,2116-04-21,21,4,2116,2,17
21160422,2116-04-22,22,4,2116,2,17
21160423,2116-04-23,23,4,2116,2,17
21160424,2116-04-24,24,4,2116,2,17
21160425,2116-04-25,25,4,2116,2,17
21160426,2116-04-26,26,4,2116,2,18
21160427,2116-04-27,27,4,2116,2,18
21160428,2116-04-28,28,4,2116,2,18
21160429,2116-04-29,29,4,2116,2,18
21160430,2116-04-30,30,4,2116,2,18
21160501,2116-05-01,1,5,2116,2,18
21160502,2116-05-02,2,5,2116,2,18
21160503,2116-05-03,3,5,2116,2,19
21160504,2116-05-04,4,5,2116,2,19
21160505,2116-05-05,5,5,2116,2,19
21160506,2116-05-06,6,5,2116,2,19
21160507,2116-05-07,7,5,2116,2,19
21160508,2116-05-08,8,5,2116,2,19
21160509,2116-05-09,9,5,2116,2,19
21160510,2116-05-10,10,5,2116,2,20
21160511,2116-05-11,11,5,2116,2,20
21160512,2116-05-12,12,5,2116,2,20
21160513,2116-05-13,13,5,2116,2,20
21160514,2116-05-14,14,5,2116,2,20
21160515,2116-05-15,15,5,2116,2,20
21160516,2116-05-16,16,5,2116,2,20
21160517,2116-05-17,17,5,2116,2,21
21160518,2116-05-18,18,5,2116,2,21
21160519,2116-05-19,19,5,2116,2,21
21160520,2116-05-20,20,5,2116,2,21
21160521,2116-05-21,21,5,2116,2,21
21160522,2116-05-22,22,5,2116,2,21
21160523,2116-05-23,23,5,2116,2,21
21160524,2116-05-24,24,5,2116,2,22
21160525,2116-05-25,25,5,2116,2,22
21160526,2116-05-26,26,5,2116,2,22
21160527,2116-05-27,27,5,2116,2,22
21160528,2116-05-28,28,5,2116,2,22
21160529,2116-05-29,29,5,2116,2,22
21160530,2116-05-30,30,5,2116,2,22
21160531,2116-05-31,31,5,2116,2,23
21160601,2116-06-01,1,6,2116,2,23
21160602,2116-06-02,2,6,2116,2,23
21160603,2116-06-03,3,6,2116,2,23
21160604,2116-06-04,4,6,2116,2,23
21160605,2116-06-05,5,6,2116,2,23
21160606,2116-06-06,6,6,2116,2,23
21160607,2116-06-07,7,6,2116,2,24
21160608,2116-06-08,8,6,2116,2,24
21160609,2116-06-09,9,6,2116,2,24
21160610,2116-06-10,10,6,2116,2,24
21160611,2116-06-11,11,6,2116,2,24
21160612,2116-06-12,12,6,2116,2,24
21160613,2116-06-13,13,6,2116,2,24
21160614,2116-06-14,14,6,2116,2,25
21160615,2116-06-15,15,6,2116,2,25
21160616,2116-06-16,16,6,2116,2,25
21160617,2116-06-17,17,6,2116,2,25
21160618,2116-06-18,18,6,2116,2,25
21160619,2116-06-19,19,6,2116,2,25
21160620,2116-06-20,20,6,2116,2,25
21160621,2116-06-21,21,6,2116,2,26
21160622,2116-06-22,22,6,2116,2,26
21160623,2116-06-23,23,6,2116,2,26
21160624,2116-06-24,24,6,2116,2,26
21160625,2116-06-25,25,6,2116,2,26
21160626,2116-06-26,26,6,2116,2,26
21160627,2116-06-27,27,6,2116,2,26
21160628,2116-06-28,28,6,2116,2,27
21160629,2116-06-29,29,6,2116,2,27
21160630,2116-06-30,30,6,2116,2,27
21160701,2116-07-01,1,7,2116,3,27
21160702,2116-07-02,2,7,2116,3,27
21160703,2116-07-03,3,7,2116,3,27
21160704,2116-07-04,4,7,2116,3,27
21160705,2116-07-05,5,7,2116,3,28
21160706,2116-07-06,6,7,2116,3,28
21160707,2116-07-07,7,7,2116,3,28
21160708,2116-07-08,8,7,2116,3,28
21160709,2116-07-09,9,7,2116,3,28
21160710,2116-07-10,10,7,2116,3,28
21160711,2116-07-11,11,7,2116,3,28
21160712,2116-07-12,12,7,2116,3,29
21160713,2116-07-13,13,7,2116,3,29
21160714,2116-07-14,14,7,2116,3,29
21160715,2116-07-15,15,7,2116,3,29
21160716,2116-07-16,16,7,2116,3,29
21160717,2116-07-17,17,7,2116,3,29
21160718,2116-07-18,18,7,2116,3,29
21160719,2116-07-19,19,7,2116,3,30
21160720,2116-07-20,20,7,2116,3,30
21160721,2116-07-21,21,7,2116,3,30
21160722,2116-07-22,22,7,2116,3,30
21160723,2116-07-23,23,7,2116,3,30
21160724,2116-07-24,24,7,2116,3,30
21160725,2116-07-25,25,7,2116,3,30
21160726,2116-07-26,26,7,2116,3,31
21160727,2116-07-27,27,7,2116,3,31
21160728,2116-07-28,28,7,2116,3,31
21160729,2116-07-29,29,7,2116,3,31
21160730,2116-07-30,30,7,2116,3,31
21160731,2116-07-31,31,7,2116,3,31
21160801,2116-08-01,1,8,2116,3,31
21160802,2116-08-02,2,8,2116,3,32
21160803,2116-08-03,3,8,2116,3,32
21160804,2116-08-04,4,8,2116,3,32
21160805,2116-08-05,5,8,2116,3,32
21160806,2116-08-06,6,8,2116,3,32
21160807,2116-08-07,7,8,2116,3,32
21160808,2116-08-08,8,8,2116,3,32
21160809,2116-08-09,9,8,2116,3,33
21160810,2116-08-10,10,8,2116,3,33
21160811,2116-08-11,11,8,2116,3,33
21160812,2116-08-12,12,8,2116,3,33
21160813,2116-08-13,13,8,2116,3,33
21160814,2116-08-14,14,8,2116,3,33
21160815,2116-08-15,15,8,2116,3,33
21160816,2116-08-16,16,8,2116,3,34
21160817,2116-08-17,17,8,2116,3,34
21160818,2116-08-18,18,8,2116,3,34
21160819,2116-08-19,19,8,2116,3,34
21160820,2116-08-20,20,8,2116,3,34
21160821,2116-08-21,21,8,2116,3,34
21160822,2116-08-22,22,8,2116,3,34
21160823,2116-08-23,23,8,2116,3,35
21160824,2116-08-24,24,8,2116,3,35
21160825,2116-08-25,25,8,2116,3,35
21160826,2116-08-26,26,8,2116,3,35
21160827,2116-08-27,27,8,2116,3,35
21160828,2116-08-28,28,8,2116,3,35
21160829,2116-08-29,29,8,2116,3,35
21160830,2116-08-30,30,8,2116,3,36
21160831,2116-08-31,31,8,2116,3,36
21160901,2116-09-01,1,9,2116,3,36
21160902,2116-09-02,2,9,2116,3,36
21160903,2116-09-03,3,9,2116,3,36
21160904,2116-09-04,4,9,2116,3,36
21160905,2116-09-05,5,9,2116,3,36
21160906,2116-09-06,6,9,2116,3,37
21160907,2116-09-07,7,9,2116,3,37
21160908,2116-09-08,8,9,2116,3,37
21160909,2116-09-09,9,9,2116,3,37
21160910,2116-09-10,10,9,2116,3,37
21160911,2116-09-11,11,9,2116,3,37
21160912,2116-09-12,12,9,2116,3,37
21160913,2116-09-13,13,9,2116,3,38
21160914,2116-09-14,14,9,2116,3,38
21160915,2116-09-15,15,9,2116,3,38
21160916,2116-09-16,16,9,2116,3,38
21160917,2116-09-17,17,9,2116,3,38
21160918,2116-09-18,18,9,2116,3,38
21160919,2116-09-19,19,9,2116,3,38
21160920,2116-09-20,20,9,2116,3,39
21160921,2116-09-21,21,9,2116,3,39
21160922,2116-09-22,22,9,2116,3,39
21160923,2116-09-23,23,9,2116,3,39
21160924,2116-09-24,24,9,2116,3,39
21160925,2116-09-25,25,9,2116,3,39
21160926,2116-09-26,26,9,2116,3,39
21160927,2116-09-27,27,9,2116,3,40
21160928,2116-09-28,28,9,2116,3,40
21160929,2116-09-29,29,9,2116,3,40
21160930,2116-09-30,30,9,2116,3,40
21161001,2116-10-01,1,10,2116,4,40
21161002,2116-10-02,2,10,2116,4,40
21161003,2116-10-03,3,10,2116,4,40
21161004,2116-10-04,4,10,2116,4,41
21161005,2116-10-05,5,10,2116,4,41
21161006,2116-10-06,6,10,2116,4,41
21161007,2116-10-07,7,10,2116,4,41
21161008,2116-10-08,8,10,2116,4,41
21161009,2116-10-09,9,10,2116,4,41
21161010,2116-10-10,10,10,2116,4,41
21161011,2116-10-11,11,10,2116,4,42
21161012,2116-10-12,12,10,2116,4,42
21161013,2116-10-13,13,10,2116,4,42
21161014,2116-10-14,14,10,2116,4,42
21161015,2116-10-15,15,10,2116,4,42
21161016,2116-10-16,16,10,2116,4,42
21161017,2116-10-17,17,10,2116,4,42
21161018,2116-10-18,18,10,2116,4,43
21161019,2116-10-19,19,10,2116,4,43
21161020,2116-10-20,20,10,2116,4,43
21161021,2116-10-21,21,10,2116,4,43
21161022,2116-10-22,22,10,2116,4,43
21161023,2116-10-23,23,10,2116,4,43
21161024,2116-10-24,24,10,2116,4,43
21161025,2116-10-25,25,10,2116,4,44
21161026,2116-10-26,26,10,2116,4,44
21161027,2116-10-27,27,10,2116,4,44
21161028,2116-10-28,28,10,2116,4,44
21161029,2116-10-29,29,10,2116,4,44
21161030,2116-10-30,30,10,2116,4,44
21161031,2116-10-31,31,10,2116,4,44
21161101,2116-11-01,1,11,2116,4,45
21161102,2116-11-02,2,11,2116,4,45
21161103,2116-11-03,3,11,2116,4,45
21161104,2116-11-04,4,11,2116,4,45
21161105,2116-11-05,5,11,2116,4,45
21161106,2116-11-06,6,11,2116,4,45
21161107,2116-11-07,7,11,2116,4,45
21161108,2116-11-08,8,11,2116,4,46
21161109,2116-11-09,9,11,2116,4,46
21161110,2116-11-10,10,11,2116,4,46
21161111,2116-11-11,11,11,2116,4,46
21161112,2116-11-12,12,11,2116,4,46
21161113,2116-11-13,13,11,2116,4,46
21161114,2116-11-14,14,11,2116,4,46
21161115,2116-11-15,15,11,2116,4,47
21161116,2116-11-16,16,11,2116,4,47
21161117,2116-11-17,17,11,2116,4,47
21161118,2116-11-18,18,11,2116,4,47
21161119,2116-11-19,19,11,2116,4,47
21161120,2116-11-20,20,11,2116,4,47
21161121,2116-11-21,21,11,2116,4,47
21161122,2116-11-22,22,11,2116,4,48
21161123,2116-11-23,23,11,2116,4,48
21161124,2116-11-24,24,11,2116,4,48
21161125,2116-11-25,25,11,2116,4,48
21161126,2116-11-26,26,11,2116,4,48
21161127,2116-11-27,27,11,2116,4,48
21161128,2116-11-28,28,11,2116,4,48
21161129,2116-11-29,29,11,2116,4,49
21161130,2116-11-30,30,11,2116,4,49
21161201,2116-12-01,1,12,2116,4,49
21161202,2116-12-02,2,12,2116,4,49
21161203,2116-12-03,3,12,2116,4,49
21161204,2116-12-04,4,12,2116,4,49
21161205,2116-12-05,5,12,2116,4,49
21161206,2116-12-06,6,12,2116,4,50
21161207,2116-12-07,7,12,2116,4,50
21161208,2116-12-08,8,12,2116,4,50
21161209,2116-12-09,9,12,2116,4,50
21161210,2116-12-10,10,12,2116,4,50
21161211,2116-12-11,11,12,2116,4,50
21161212,2116-12-12,12,12,2116,4,50
21161213,2116-12-13,13,12,2116,4,51
21161214,2116-12-14,14,12,2116,4,51
21161215,2116-12-15,15,12,2116,4,51
21161216,2116-12-16,16,12,2116,4,51
21161217,2116-12-17,17,12,2116,4,51
21161218,2116-12-18,18,12,2116,4,51
21161219,2116-12-19,19,12,2116,4,51
21161220,2116-12-20,20,12,2116,4,52
21161221,2116-12-21,21,12,2116,4,52
21161222,2116-12-22,22,12,2116,4,52
21161223,2116-12-23,23,12,2116,4,52
21161224,2116-12-24,24,12,2116,4,52
21161225,2116-12-25,25,12,2116,4,52
21161226,2116-12-26,26,12,2116,4,52
21161227,2116-12-27,27,12,2116,4,53
21161228,2116-12-28,28,12,2116,4,53
21161229,2116-12-29,29,12,2116,4,53
21161230,2116-12-30,30,12,2116,4,53
21161231,2116-12-31,31,12,2116,4,53
21170101,2117-01-01,1,1,2117,1,1
21170102,2117-01-02,2,1,2117,1,1
21170103,2117-01-03,3,1,2117,1,2
21170104,2117-01-04,4,1,2117,1,2
21170105,2117-01-05,5,1,2117,1,2
21170106,2117-01-06,6,1,2117,1,2
21170107,2117-01-07,7,1,2117,1,2
21170108,2117-01-08,8,1,2117,1,2
21170109,2117-01-09,9,1,2117,1,2
21170110,2117-01-10,10,1,2117,1,3
21170111,2117-01-11,11,1,2117,1,3
21170112,2117-01-12,12,1,2117,1,3
21170113,2117-01-13,13,1,2117,1,3
21170114,2117-01-14,14,1,2117,1,3
21170115,2117-01-15,15,1,2117,1,3
21170116,2117-01-16,16,1,2117,1,3
21170117,2117-01-17,17,1,2117,1,4
21170118,2117-01-18,18,1,2117,1,4
21170119,2117-01-19,19,1,2117,1,4
21170120,2117-01-20,20,1,2117,1,4
21170121,2117-01-21,21,1,2117,1,4
21170122,2117-01-22,22,1,2117,1,4
21170123,2117-01-23,23,1,2117,1,4
21170124,2117-01-24,24,1,2117,1,5
21170125,2117-01-25,25,1,2117,1,5
21170126,2117-01-26,26,1,2117,1,5
21170127,2117-01-27,27,1,2117,1,5
21170128,2117-01-28,28,1,2117,1,5
21170129,2117-01-29,29,1,2117,1,5
21170130,2117-01-30,30,1,2117,1,5
21170131,2117-01-31,31,1,2117,1,6
21170201,2117-02-01,1,2,2117,1,6
21170202,2117-02-02,2,2,2117,1,6
21170203,2117-02-03,3,2,2117,1,6
21170204,2117-02-04,4,2,2117,1,6
21170205,2117-02-05,5,2,2117,1,6
21170206,2117-02-06,6,2,2117,1,6
21170207,2117-02-07,7,2,2117,1,7
21170208,2117-02-08,8,2,2117,1,7
21170209,2117-02-09,9,2,2117,1,7
21170210,2117-02-10,10,2,2117,1,7
21170211,2117-02-11,11,2,2117,1,7
21170212,2117-02-12,12,2,2117,1,7
21170213,2117-02-13,13,2,2117,1,7
21170214,2117-02-14,14,2,2117,1,8
21170215,2117-02-15,15,2,2117,1,8
21170216,2117-02-16,16,2,2117,1,8
21170217,2117-02-17,17,2,2117,1,8
21170218,2117-02-18,18,2,2117,1,8
21170219,2117-02-19,19,2,2117,1,8
21170220,2117-02-20,20,2,2117,1,8
21170221,2117-02-21,21,2,2117,1,9
21170222,2117-02-22,22,2,2117,1,9
21170223,2117-02-23,23,2,2117,1,9
21170224,2117-02-24,24,2,2117,1,9
21170225,2117-02-25,25,2,2117,1,9
21170226,2117-02-26,26,2,2117,1,9
21170227,2117-02-27,27,2,2117,1,9
21170228,2117-02-28,28,2,2117,1,10
21170301,2117-03-01,1,3,2117,1,10
21170302,2117-03-02,2,3,2117,1,10
21170303,2117-03-03,3,3,2117,1,10
21170304,2117-03-04,4,3,2117,1,10
21170305,2117-03-05,5,3,2117,1,10
21170306,2117-03-06,6,3,2117,1,10
21170307,2117-03-07,7,3,2117,1,11
21170308,2117-03-08,8,3,2117,1,11
21170309,2117-03-09,9,3,2117,1,11
21170310,2117-03-10,10,3,2117,1,11
21170311,2117-03-11,11,3,2117,1,11
21170312,2117-03-12,12,3,2117,1,11
21170313,2117-03-13,13,3,2117,1,11
21170314,2117-03-14,14,3,2117,1,12
21170315,2117-03-15,15,3,2117,1,12
21170316,2117-03-16,16,3,2117,1,12
21170317,2117-03-17,17,3,2117,1,12
21170318,2117-03-18,18,3,2117,1,12
21170319,2117-03-19,19,3,2117,1,12
21170320,2117-03-20,20,3,2117,1,12
21170321,2117-03-21,21,3,2117,1,13
21170322,2117-03-22,22,3,2117,1,13
21170323,2117-03-23,23,3,2117,1,13
21170324,2117-03-24,24,3,2117,1,13
21170325,2117-03-25,25,3,2117,1,13
21170326,2117-03-26,26,3,2117,1,13
21170327,2117-03-27,27,3,2117,1,13
21170328,2117-03-28,28,3,2117,1,14
21170329,2117-03-29,29,3,2117,1,14
21170330,2117-03-30,30,3,2117,1,14
21170331,2117-03-31,31,3,2117,1,14
21170401,2117-04-01,1,4,2117,2,14
21170402,2117-04-02,2,4,2117,2,14
21170403,2117-04-03,3,4,2117,2,14
21170404,2117-04-04,4,4,2117,2,15
21170405,2117-04-05,5,4,2117,2,15
21170406,2117-04-06,6,4,2117,2,15
21170407,2117-04-07,7,4,2117,2,15
21170408,2117-04-08,8,4,2117,2,15
21170409,2117-04-09,9,4,2117,2,15
21170410,2117-04-10,10,4,2117,2,15
21170411,2117-04-11,11,4,2117,2,16
21170412,2117-04-12,12,4,2117,2,16
21170413,2117-04-13,13,4,2117,2,16
21170414,2117-04-14,14,4,2117,2,16
21170415,2117-04-15,15,4,2117,2,16
21170416,2117-04-16,16,4,2117,2,16
21170417,2117-04-17,17,4,2117,2,16
21170418,2117-04-18,18,4,2117,2,17
21170419,2117-04-19,19,4,2117,2,17
21170420,2117-04-20,20,4,2117,2,17
21170421,2117-04-21,21,4,2117,2,17
21170422,2117-04-22,22,4,2117,2,17
21170423,2117-04-23,23,4,2117,2,17
21170424,2117-04-24,24,4,2117,2,17
21170425,2117-04-25,25,4,2117,2,18
21170426,2117-04-26,26,4,2117,2,18
21170427,2117-04-27,27,4,2117,2,18
21170428,2117-04-28,28,4,2117,2,18
21170429,2117-04-29,29,4,2117,2,18
21170430,2117-04-30,30,4,2117,2,18
21170501,2117-05-01,1,5,2117,2,18
21170502,2117-05-02,2,5,2117,2,19
21170503,2117-05-03,3,5,2117,2,19
21170504,2117-05-04,4,5,2117,2,19
21170505,2117-05-05,5,5,2117,2,19
21170506,2117-05-06,6,5,2117,2,19
21170507,2117-05-07,7,5,2117,2,19
21170508,2117-05-08,8,5,2117,2,19
21170509,2117-05-09,9,5,2117,2,20
21170510,2117-05-10,10,5,2117,2,20
21170511,2117-05-11,11,5,2117,2,20
21170512,2117-05-12,12,5,2117,2,20
21170513,2117-05-13,13,5,2117,2,20
21170514,2117-05-14,14,5,2117,2,20
21170515,2117-05-15,15,5,2117,2,20
21170516,2117-05-16,16,5,2117,2,21
21170517,2117-05-17,17,5,2117,2,21
21170518,2117-05-18,18,5,2117,2,21
21170519,2117-05-19,19,5,2117,2,21
21170520,2117-05-20,20,5,2117,2,21
21170521,2117-05-21,21,5,2117,2,21
21170522,2117-05-22,22,5,2117,2,21
21170523,2117-05-23,23,5,2117,2,22
21170524,2117-05-24,24,5,2117,2,22
21170525,2117-05-25,25,5,2117,2,22
21170526,2117-05-26,26,5,2117,2,22
21170527,2117-05-27,27,5,2117,2,22
21170528,2117-05-28,28,5,2117,2,22
21170529,2117-05-29,29,5,2117,2,22
21170530,2117-05-30,30,5,2117,2,23
21170531,2117-05-31,31,5,2117,2,23
21170601,2117-06-01,1,6,2117,2,23
21170602,2117-06-02,2,6,2117,2,23
21170603,2117-06-03,3,6,2117,2,23
21170604,2117-06-04,4,6,2117,2,23
21170605,2117-06-05,5,6,2117,2,23
21170606,2117-06-06,6,6,2117,2,24
21170607,2117-06-07,7,6,2117,2,24
21170608,2117-06-08,8,6,2117,2,24
21170609,2117-06-09,9,6,2117,2,24
21170610,2117-06-10,10,6,2117,2,24
21170611,2117-06-11,11,6,2117,2,24
21170612,2117-06-12,12,6,2117,2,24
21170613,2117-06-13,13,6,2117,2,25
21170614,2117-06-14,14,6,2117,2,25
21170615,2117-06-15,15,6,2117,2,25
21170616,2117-06-16,16,6,2117,2,25
21170617,2117-06-17,17,6,2117,2,25
21170618,2117-06-18,18,6,2117,2,25
21170619,2117-06-19,19,6,2117,2,25
21170620,2117-06-20,20,6,2117,2,26
21170621,2117-06-21,21,6,2117,2,26
21170622,2117-06-22,22,6,2117,2,26
21170623,2117-06-23,23,6,2117,2,26
21170624,2117-06-24,24,6,2117,2,26
21170625,2117-06-25,25,6,2117,2,26
21170626,2117-06-26,26,6,2117,2,26
21170627,2117-06-27,27,6,2117,2,27
21170628,2117-06-28,28,6,2117,2,27
21170629,2117-06-29,29,6,2117,2,27
21170630,2117-06-30,30,6,2117,2,27
21170701,2117-07-01,1,7,2117,3,27
21170702,2117-07-02,2,7,2117,3,27
21170703,2117-07-03,3,7,2117,3,27
21170704,2117-07-04,4,7,2117,3,28
21170705,2117-07-05,5,7,2117,3,28
21170706,2117-07-06,6,7,2117,3,28
21170707,2117-07-07,7,7,2117,3,28
21170708,2117-07-08,8,7,2117,3,28
21170709,2117-07-09,9,7,2117,3,28
21170710,2117-07-10,10,7,2117,3,28
21170711,2117-07-11,11,7,2117,3,29
21170712,2117-07-12,12,7,2117,3,29
21170713,2117-07-13,13,7,2117,3,29
21170714,2117-07-14,14,7,2117,3,29
21170715,2117-07-15,15,7,2117,3,29
21170716,2117-07-16,16,7,2117,3,29
21170717,2117-07-17,17,7,2117,3,29
21170718,2117-07-18,18,7,2117,3,30
21170719,2117-07-19,19,7,2117,3,30
21170720,2117-07-20,20,7,2117,3,30
21170721,2117-07-21,21,7,2117,3,30
21170722,2117-07-22,22,7,2117,3,30
21170723,2117-07-23,23,7,2117,3,30
21170724,2117-07-24,24,7,2117,3,30
21170725,2117-07-25,25,7,2117,3,31
21170726,2117-07-26,26,7,2117,3,31
21170727,2117-07-27,27,7,2117,3,31
21170728,2117-07-28,28,7,2117,3,31
21170729,2117-07-29,29,7,2117,3,31
21170730,2117-07-30,30,7,2117,3,31
21170731,2117-07-31,31,7,2117,3,31
21170801,2117-08-01,1,8,2117,3,32
21170802,2117-08-02,2,8,2117,3,32
21170803,2117-08-03,3,8,2117,3,32
21170804,2117-08-04,4,8,2117,3,32
21170805,2117-08-05,5,8,2117,3,32
21170806,2117-08-06,6,8,2117,3,32
21170807,2117-08-07,7,8,2117,3,32
21170808,2117-08-08,8,8,2117,3,33
21170809,2117-08-09,9,8,2117,3,33
21170810,2117-08-10,10,8,2117,3,33
21170811,2117-08-11,11,8,2117,3,33
21170812,2117-08-12,12,8,2117,3,33
21170813,2117-08-13,13,8,2117,3,33
21170814,2117-08-14,14,8,2117,3,33
21170815,2117-08-15,15,8,2117,3,34
21170816,2117-08-16,16,8,2117,3,34
21170817,2117-08-17,17,8,2117,3,34
21170818,2117-08-18,18,8,2117,3,34
21170819,2117-08-19,19,8,2117,3,34
21170820,2117-08-20,20,8,2117,3,34
21170821,2117-08-21,21,8,2117,3,34
21170822,2117-08-22,22,8,2117,3,35
21170823,2117-08-23,23,8,2117,3,35
21170824,2117-08-24,24,8,2117,3,35
21170825,2117-08-25,25,8,2117,3,35
21170826,2117-08-26,26,8,2117,3,35
21170827,2117-08-27,27,8,2117,3,35
21170828,2117-08-28,28,8,2117,3,35
21170829,2117-08-29,29,8,2117,3,36
21170830,2117-08-30,30,8,2117,3,36
21170831,2117-08-31,31,8,2117,3,36
21170901,2117-09-01,1,9,2117,3,36
21170902,2117-09-02,2,9,2117,3,36
21170903,2117-09-03,3,9,2117,3,36
21170904,2117-09-04,4,9,2117,3,36
21170905,2117-09-05,5,9,2117,3,37
21170906,2117-09-06,6,9,2117,3,37
21170907,2117-09-07,7,9,2117,3,37
21170908,2117-09-08,8,9,2117,3,37
21170909,2117-09-09,9,9,2117,3,37
21170910,2117-09-10,10,9,2117,3,37
21170911,2117-09-11,11,9,2117,3,37
21170912,2117-09-12,12,9,2117,3,38
21170913,2117-09-13,13,9,2117,3,38
21170914,2117-09-14,14,9,2117,3,38
21170915,2117-09-15,15,9,2117,3,38
21170916,2117-09-16,16,9,2117,3,38
21170917,2117-09-17,17,9,2117,3,38
21170918,2117-09-18,18,9,2117,3,38
21170919,2117-09-19,19,9,2117,3,39
21170920,2117-09-20,20,9,2117,3,39
21170921,2117-09-21,21,9,2117,3,39
21170922,2117-09-22,22,9,2117,3,39
21170923,2117-09-23,23,9,2117,3,39
21170924,2117-09-24,24,9,2117,3,39
21170925,2117-09-25,25,9,2117,3,39
21170926,2117-09-26,26,9,2117,3,40
21170927,2117-09-27,27,9,2117,3,40
21170928,2117-09-28,28,9,2117,3,40
21170929,2117-09-29,29,9,2117,3,40
21170930,2117-09-30,30,9,2117,3,40
21171001,2117-10-01,1,10,2117,4,40
21171002,2117-10-02,2,10,2117,4,40
21171003,2117-10-03,3,10,2117,4,41
21171004,2117-10-04,4,10,2117,4,41
21171005,2117-10-05,5,10,2117,4,41
