CG_ID,label,description
15913,Res,Resident/Fellow/PA/NP
15914,Res,Resident/Fellow/PA/NP
15915,Res,Resident/Fellow/PA/NP
15916,RN,Not Specified
15917,RRT,Not Specified
15918,RN,Read Only
15919,RN,RN
15920,RO,Read Only
15921,UCO,Read Only
15922,RN,RN
15923,MDs,Not Specified
15924,RPh,Not Specified
15925,Res,Resident/Fellow/PA/NP
15926,Res,Resident/Fellow/PA/NP
15927,RO,Read Only
15928,RN,RN
15929,RRT,Not Specified
15930,RN,Not Specified
15931,RN,Not Specified
15932,MDs,Not Specified
15933,MD,Not Specified
15934,MD,Not Specified
15935,RN,RN
15936,RO,Read Only
15937,RO,Read Only
15938,NP,Read Only
15939,UCO,Not Specified
15940,RO,Read Only
15941,MDS,Resident/Fellow/PA/NP
15942,RO,Read Only
15943,MD,Attending
15944,MD,Not Specified
15945,MD,Not Specified
15946,MDs,Not Specified
15947,RO,Read Only
15948,MD,Attending
15949,RO,Read Only
15950,MD,Not Specified
15951,MD,Not Specified
15952,DI,Not Specified
15953,Res,Resident/Fellow/PA/NP
15954,RO,Read Only
15955,RO,Read Only
15956,MedSt,Not Specified
15957,RO,Read Only
15958,RO,Read Only
15959,MD,Resident/Fellow/PA/NP
15960,RO,Read Only
15961,MD,Read Only
15962,RO,Read Only
15963,RRT,Not Specified
15964,MD,Read Only
15965,MD,Not Specified
15966,MD,Not Specified
15967,RO,Read Only
15968,RN,RN
15969,CoWker,Not Specified
15970,MD,Not Specified
15971,RO,Read Only
15972,PCA,Not Specified
15973,RO,Read Only
15974,RO,Read Only
15975,RO,Read Only
15976,MD,Not Specified
15977,MDs,Resident/Fellow/PA/NP
15978,RN,Not Specified
15979,MD,Read Only
15980,MS,Dietitian
15981,Res,Resident/Fellow/PA/NP
15982,RO,Read Only
15983,RN,Not Specified
15984,RO,Read Only
15985,PCA,Not Specified
15986,RN,Not Specified
15987,RO,Read Only
15988,MS,Not Specified
15989,RO,Read Only
15990,RN,Not Specified
15991,SRN,Not Specified
15992,RO,Read Only
15993,MDs,Resident/Fellow/PA/NP
15994,CoOpSt,Not Specified
15995,RO,Read Only
15996,RN,Not Specified
15997,RN,RN
15998,RN,Not Specified
15999,RO,Read Only
16000,RO,Read Only
16001,RO,Read Only
16002,RO,Read Only
16003,STD,Resident/Fellow/PA/NP
16004,MD,Not Specified
16005,RN,Not Specified
16006,RO,Read Only
16007,MD,Read Only
16008,RO,Read Only
16009,Nurs,RN
16010,RN,Not Specified
16011,Ms,Resident/Fellow/PA/NP
16012,RN,Not Specified
16013,RN,Not Specified
16014,RO,Read Only
16015,RN,Not Specified
16016,RO,Read Only
16017,RO,Read Only
16018,RN,Not Specified
16019,MDs,Not Specified
16020,RN,Case Manager
16021,RN,RN
16022,RN,Not Specified
16023,RN,Read Only
16024,RN,Not Specified
16025,RN,Case Manager
16026,RN,Not Specified
16027,RN,RN
16028,RO,Read Only
16029,RO,Read Only
16030,Rehab,Rehabilitation
16031,Res,Resident/Fellow/PA/NP
16032,RD,Dietitian
16033,Res,Resident/Fellow/PA/NP
16034,MD,Not Specified
16035,RN,RN
16036,RN,Not Specified
16037,RN,RN
16038,Res,Resident/Fellow/PA/NP
16039,MD,Not Specified
16040,RO,Read Only
16041,RN,RN
16042,RN,RN
16043,RT,Not Specified
16044,RO,Read Only
16045,Mds,Resident/Fellow/PA/NP
16046,RO,Read Only
16047,RN,Not Specified
16048,RO,Read Only
16049,UC,Not Specified
16050,MDs,Resident/Fellow/PA/NP
16051,MD,Not Specified
16052,MDs,Resident/Fellow/PA/NP
16053,NS,RN
16054,MD,Not Specified
16055,MD,Resident/Fellow/PA/NP
16056,RO,Read Only
16057,RN,Not Specified
16058,MD,Not Specified
16059,RO,Read Only
16060,UCO,UCO
16061,UCO,UCO
16062,Res,Resident/Fellow/PA/NP
16063,Res,Resident/Fellow/PA/NP
16064,Res,Resident/Fellow/PA/NP
16065,RT,Respiratory
16066,MedStu,Not Specified
16067,SW,Social Worker
16068,MD,Attending
16069,MD,Not Specified
16070,MD,Not Specified
16071,MD,Resident/Fellow/PA/NP
16072,ISSupp,Not Specified
16073,MDs,Resident/Fellow/PA/NP
16074,RO,Read Only
16075,RO,Read Only
16076,MDs,Resident/Fellow/PA/NP
16077,MD,Not Specified
16078,MD,Not Specified
16079,Res,Resident/Fellow/PA/NP
16080,MD,Not Specified
16081,MD,Not Specified
16082,MS,Resident/Fellow/PA/NP
16083,RN,Not Specified
16084,MD,Not Specified
16085,MD,Not Specified
16086,MD,Not Specified
16087,MedSt,Not Specified
16088,eaw,Resident/Fellow/PA/NP
16089,MD,Resident/Fellow/PA/NP
16090,MD,Resident/Fellow/PA/NP
16091,RO,Read Only
16092,MDs,Read Only
16093,RD,Dietitian
16094,PA,Resident/Fellow/PA/NP
16095,DI,Dietitian
16096,RO,Read Only
16097,RN,Not Specified
16098,PCA,Not Specified
16099,RO,Read Only
16100,RO,Read Only
16101,MD,Not Specified
16102,RN,RN
16103,MD,Not Specified
16104,Res,Not Specified
16105,MD,Not Specified
16106,MDs,Resident/Fellow/PA/NP
16107,MedSt,Not Specified
16108,MDs,Read Only
16109,RO,Read Only
16110,RO,Read Only
16111,Admin,Not Specified
16112,SRT,Not Specified
16113,RA,Read Only
16114,RN,Not Specified
16115,RO,Read Only
16116,RN,Not Specified
16117,Res,Resident/Fellow/PA/NP
16118,RN,Not Specified
16119,OTR/L,Not Specified
16120,RN,Not Specified
16121,RN,Not Specified
16122,PA,Not Specified
16123,OTR/L,Not Specified
16124,RN,Not Specified
16125,RO,Read Only
16126,MD,Resident/Fellow/PA/NP
16127,MD,Not Specified
16128,RO,Read Only
16129,StNRS,Not Specified
16130,MD,Not Specified
16131,RN,Not Specified
16132,RO,Read Only
16133,RN,Not Specified
16134,RO,Read Only
16135,PCA,Not Specified
16136,MDs,Resident/Fellow/PA/NP
16137,RO,Read Only
16138,DI,Not Specified
16139,RN,RN
16140,RN,Not Specified
16141,RO,Read Only
16142,RN,Not Specified
16143,RO,Read Only
16144,DI,Dietitian
16145,MD,Resident/Fellow/PA/NP
16146,RO,Read Only
16147,CM,Case Manager
16148,RO,Read Only
16149,Res,Resident/Fellow/PA/NP
16150,SW,Social Worker
16151,RO,Read Only
16152,MD,Not Specified
16153,MDs,Resident/Fellow/PA/NP
16154,MD,Resident/Fellow/PA/NP
16155,MD,Not Specified
16156,MD,Not Specified
16157,RO,Read Only
16158,PhD,Not Specified
16159,MD,Not Specified
16160,RO,Read Only
16161,MDs,Resident/Fellow/PA/NP
16162,RN,Not Specified
16163,RO,Read Only
16164,MD,Resident/Fellow/PA/NP
16165,MDs,Resident/Fellow/PA/NP
16166,MD,Not Specified
16167,MedStu,Not Specified
16168,RO,Read Only
16169,MD,Resident/Fellow/PA/NP
16170,Rehab,Rehabilitation
16171,UCO,UCO
16172,RO,Read Only
16173,RO,Read Only
16174,RO,Read Only
16175,RO,Read Only
16176,Res,Resident/Fellow/PA/NP
16177,RO,Read Only
16178,RT,Respiratory
16179,Res,Resident/Fellow/PA/NP
16180,Rehab,Rehabilitation
16181,MD,Not Specified
16182,CM,Case Manager
16183,Rehab,Rehabilitation
16184,RN,RN
16185,MD,Attending
16186,RN,RN
16187,RN,RN
16188,SW,Social Worker
16189,RO,Read Only
16190,RO,Read Only
16191,MD,Not Specified
16192,RO,Read Only
16193,Res,Resident/Fellow/PA/NP
16194,Res,Resident/Fellow/PA/NP
16195,RO,Read Only
16196,RPH,Pharmacist
16197,CM,Case Manager
16198,MDs,Resident/Fellow/PA/NP
16199,MD,Not Specified
16200,RN,RN
16201,Res,Resident/Fellow/PA/NP
16202,NP,Read Only
16203,RO,Read Only
16204,Res,Resident/Fellow/PA/NP
16205,RO,Read Only
16206,MD,Not Specified
16207,MD,Not Specified
16208,MD,Not Specified
16209,Res,Read Only
16210,RO,Read Only
16211,RPh,Pharmacist
16212,RO,Read Only
16213,Rehab,Rehabilitation
16214,Res,Resident/Fellow/PA/NP
16215,MD,Attending
16216,Res,Resident/Fellow/PA/NP
16217,CM,Case Manager
16218,SRT,Not Specified
16219,Res,Resident/Fellow/PA/NP
16220,MD,Attending
16221,RO,Read Only
16222,Res,Resident/Fellow/PA/NP
16223,RD,Dietitian
16224,PCT,PCT/NA
16225,MD,Not Specified
16226,Res,Resident/Fellow/PA/NP
16227,RD,Dietitian
16228,Res,Resident/Fellow/PA/NP
16229,RN,RN
16230,MD,Not Specified
16231,RO,Read Only
16232,RO,Read Only
16233,CM,Case Manager
16234,RN,RN
16235,MD,Not Specified
16236,CoWork,PCT/NA
16237,MD,Attending
16238,Res,Resident/Fellow/PA/NP
16239,Res,Resident/Fellow/PA/NP
16240,Admin,Administrator
16241,Res,Resident/Fellow/PA/NP
16242,RO,Read Only
16243,Res,Resident/Fellow/PA/NP
16244,RO,Read Only
16245,Res,Resident/Fellow/PA/NP
16246,RN,RN
16247,Res,Resident/Fellow/PA/NP
16248,PCT,PCT/NA
16249,CoWker,Not Specified
16250,MD,Read Only
16251,Res,Resident/Fellow/PA/NP
16252,UCO,Not Specified
16253,MD,Not Specified
16254,PC,Pastoral Care
16255,RO,Read Only
16256,Rehab,Rehabilitation
16257,MD,Attending
16258,Res,Resident/Fellow/PA/NP
16259,Res,Resident/Fellow/PA/NP
16260,Res,Resident/Fellow/PA/NP
16261,RO,Read Only
16262,Res,Resident/Fellow/PA/NP
16263,Res,Resident/Fellow/PA/NP
16264,RN,RN
16265,RO,Read Only
16266,RPH,Pharmacist
16267,CM,Case Manager
16268,co-wor,PCT/NA
16269,Res,Resident/Fellow/PA/NP
16270,Res,Resident/Fellow/PA/NP
16271,Res,Resident/Fellow/PA/NP
16272,Res,Resident/Fellow/PA/NP
16273,RN,RN
16274,RRT,Not Specified
16275,RO,Read Only
16276,MD,Resident/Fellow/PA/NP
16277,MD,Not Specified
16278,MD,Not Specified
16279,MD,Resident/Fellow/PA/NP
16280,MDs,Resident/Fellow/PA/NP
16281,MDs,Not Specified
16282,Res,Resident/Fellow/PA/NP
16283,Res,Resident/Fellow/PA/NP
16284,RN,RN
16285,SW,Social Worker
16286,MS,Not Specified
16287,MDs,Read Only
16288,RN,Not Specified
16289,Res,Resident/Fellow/PA/NP
16290,RO,Read Only
16291,RO,Read Only
16292,RO,Read Only
16293,MD,Resident/Fellow/PA/NP
16294,RN,RN
16295,Rehab,Rehabilitation
16296,RO,Read Only
16297,RTH,Respiratory
16298,RO,Read Only
16299,MD,Not Specified
16300,Res,Resident/Fellow/PA/NP
16301,MD,Not Specified
16302,RN,RN
16303,Stu,Not Specified
16304,MS,Not Specified
16305,RO,Read Only
16306,Res,Resident/Fellow/PA/NP
16307,RN,RN
16308,RO,Read Only
16309,RO,Read Only
16310,Res,Resident/Fellow/PA/NP
16311,RN,RN
16312,MD,Not Specified
16313,Res,Resident/Fellow/PA/NP
16314,Res,Resident/Fellow/PA/NP
16315,MD,Attending
16316,RS,Read Only
16317,Res,Resident/Fellow/PA/NP
16318,RD,Dietitian
16319,SW,Social Worker
16320,Res,Resident/Fellow/PA/NP
16321,MD,Not Specified
16322,MDs,Not Specified
16323,MDs,Read Only
16324,RO,Read Only
16325,RO,Read Only
16326,RN,RN
16327,RN,RN
16328,RO,Read Only
16329,Res,Resident/Fellow/PA/NP
16330,Res,Resident/Fellow/PA/NP
16331,MS,Dietitian
16332,Res,Resident/Fellow/PA/NP
16333,RN,RN
16334,RO,Read Only
16335,RN,RN
16336,LICSW,Not Specified
16337,Res,Resident/Fellow/PA/NP
16338,MD,Not Specified
16339,RN,RN
16340,PCT,PCT/NA
16341,SW,Social Worker
16342,Res,Resident/Fellow/PA/NP
16343,Res,Resident/Fellow/PA/NP
16344,Res,Resident/Fellow/PA/NP
16345,MD,Not Specified
16346,Res,Resident/Fellow/PA/NP
16347,Res,Resident/Fellow/PA/NP
16348,MD,Attending
16349,Res,Resident/Fellow/PA/NP
16350,Res,Resident/Fellow/PA/NP
16351,RT,Respiratory
16352,MD,Attending
16353,MS,Resident/Fellow/PA/NP
16354,Res,Resident/Fellow/PA/NP
16355,MDs,Not Specified
16356,RRT,Respiratory
16357,MD,Not Specified
16358,Res,Resident/Fellow/PA/NP
16359,Res,Resident/Fellow/PA/NP
16360,Res,Resident/Fellow/PA/NP
16361,Res,Resident/Fellow/PA/NP
16362,Res,Resident/Fellow/PA/NP
16363,RO,Read Only
16364,MD,Not Specified
16365,Admin,Administrator
16366,MD,Attending
16367,RN,Not Specified
16368,Res,Resident/Fellow/PA/NP
16369,Res,Resident/Fellow/PA/NP
16370,RO,Read Only
16371,SW,Social Worker
16372,PC,Pastoral Care
16373,Res,Resident/Fellow/PA/NP
16374,MD,Attending
16375,Res,Resident/Fellow/PA/NP
16376,RPh,Read Only
16377,Res,Resident/Fellow/PA/NP
16378,UCO,Not Specified
16379,RO,Read Only
16380,RO,Read Only
16381,RO,Read Only
16382,Res,Resident/Fellow/PA/NP
16383,MD,Attending
16384,MDs,Read Only
16385,MD,Not Specified
16386,PCT,PCT/NA
16387,RD,Dietitian
16388,DI,Not Specified
16389,MD,Not Specified
16390,MD,Read Only
16391,MD,Not Specified
16392,RO,Read Only
16393,MD,Not Specified
16394,MD,Not Specified
16395,RN,Not Specified
16396,MD,Resident/Fellow/PA/NP
16397,RD,Dietitian
16398,Res,Resident/Fellow/PA/NP
16399,LICSW,Social Worker
16400,Res,Resident/Fellow/PA/NP
16401,Res,Resident/Fellow/PA/NP
16402,PC,Pastoral Care
16403,St,Not Specified
16404,Res,Resident/Fellow/PA/NP
16405,RO,Read Only
16406,Res,Resident/Fellow/PA/NP
16407,Res,Resident/Fellow/PA/NP
16408,Res,Resident/Fellow/PA/NP
16409,Res,Resident/Fellow/PA/NP
16410,RO,Read Only
16411,CM,Case Manager
16412,RN,RN
16413,RO,Read Only
16414,RO,Read Only
16415,MD,Attending
16416,RO,Read Only
16417,RN,RN
16418,PCT,PCT/NA
16419,RD,Dietitian
16420,Res,Resident/Fellow/PA/NP
16421,Res,Resident/Fellow/PA/NP
16422,RO,Read Only
16423,RPH,Pharmacist
16424,Res,Resident/Fellow/PA/NP
16425,Co-Wkr,Not Specified
16426,RN,Not Specified
16427,RN,Not Specified
16428,UA,Not Specified
16429,RO,Read Only
16430,RTStu,Respiratory
16431,RO,Read Only
16432,RO,Read Only
16433,RN,Not Specified
16434,CsMngm,Not Specified
16435,RN,Not Specified
16436,RN,RN
16437,RO,Read Only
16438,MDs,Resident/Fellow/PA/NP
16439,RO,Read Only
16440,Res,Resident/Fellow/PA/NP
16441,RO,Read Only
16442,Res,Resident/Fellow/PA/NP
16443,Res,Resident/Fellow/PA/NP
16444,RO,Read Only
16445,RO,Read Only
16446,RRT,Read Only
16447,SRT,Not Specified
16448,MD,Not Specified
16449,RN,Not Specified
16450,PhD,Not Specified
16451,Res,Resident/Fellow/PA/NP
16452,RPh,Not Specified
16453,Rehab,Rehabilitation
16454,Res,Resident/Fellow/PA/NP
16455,Res,Resident/Fellow/PA/NP
16456,Res,Resident/Fellow/PA/NP
16457,RN,RN
16458,MD,Read Only
16459,MD,Not Specified
16460,Res,Resident/Fellow/PA/NP
16461,Res,Resident/Fellow/PA/NP
16462,MD,Not Specified
16463,Res,Resident/Fellow/PA/NP
16464,Res,Resident/Fellow/PA/NP
16465,UCO,UCO
16466,PCT,PCT/NA
16467,RO,Read Only
16468,Res,Resident/Fellow/PA/NP
16469,MD,Not Specified
16470,Res,Resident/Fellow/PA/NP
16471,Res,Resident/Fellow/PA/NP
16472,Res,Resident/Fellow/PA/NP
16473,CM,Case Manager
16474,SW,Social Worker
16475,MD,Not Specified
16476,UCO,UCO
16477,Res,Resident/Fellow/PA/NP
16478,Res,Resident/Fellow/PA/NP
16479,RO,Read Only
16480,RO,Read Only
16481,MD,Not Specified
16482,Res,Resident/Fellow/PA/NP
16483,Res,Resident/Fellow/PA/NP
16484,Not Specified,UCO
16485,MD,Not Specified
16486,MDs,Resident/Fellow/PA/NP
16487,MD,Read Only
16488,PCT,Not Specified
16489,MD,Resident/Fellow/PA/NP
16490,RO,Read Only
16491,MD,Not Specified
16492,UCO,UCO
16493,Nurse,RN
16494,MDs,Read Only
16495,CM,Case Manager
16496,Res,Resident/Fellow/PA/NP
16497,MD,Not Specified
16498,COOPST,Not Specified
16499,RO,Read Only
16500,RN,RN
16501,RA,Research Assistant
16502,Res,Resident/Fellow/PA/NP
16503,PC,Pastoral Care
16504,CM,Case Manager
16505,Rehab,Rehabilitation
16506,Rehab,Rehabilitation
16507,MD,Attending
16508,MD,Read Only
16509,MD,Not Specified
16510,RRT,Respiratory
16511,RO,Read Only
16512,MS,Not Specified
16513,RO,Read Only
16514,RPh,Not Specified
16515,Res,Resident/Fellow/PA/NP
16516,MD,Resident/Fellow/PA/NP
16517,MD,Not Specified
16518,RPH,Read Only
16519,MD,Not Specified
16520,RRT,Respiratory
16521,Res,Resident/Fellow/PA/NP
16522,RO,Read Only
16523,NP,Not Specified
16524,RN,Not Specified
16525,RN,Not Specified
16526,RN,RN
16527,PCT,Not Specified
16528,PC,Pastoral Care
16529,Res,Resident/Fellow/PA/NP
16530,RN,RN
16531,SW,Social Worker
16532,Res,Resident/Fellow/PA/NP
16533,Res,Resident/Fellow/PA/NP
16534,RN,RN
16535,Res,Resident/Fellow/PA/NP
16536,Res,Resident/Fellow/PA/NP
16537,Res,Resident/Fellow/PA/NP
16538,CM,Case Manager
16539,Res,Resident/Fellow/PA/NP
16540,RO,Read Only
16541,Res,Resident/Fellow/PA/NP
16542,RN,RN
16543,Res,Resident/Fellow/PA/NP
16544,Res,Resident/Fellow/PA/NP
16545,MD,Attending
16546,Res,Resident/Fellow/PA/NP
16547,Res,Resident/Fellow/PA/NP
16548,Res,Resident/Fellow/PA/NP
16549,RO,Read Only
16550,CM,Case Manager
16551,RO,Read Only
16552,RN,Read Only
16553,Res,Resident/Fellow/PA/NP
16554,RO,Read Only
16555,RD,Dietitian
16556,PC,Pastoral Care
16557,MD,Not Specified
16558,Res,Resident/Fellow/PA/NP
16559,Res,Resident/Fellow/PA/NP
16560,RN,Not Specified
16561,MD,Attending
16562,UCO,UCO
16563,MD,Attending
16564,MD,Resident/Fellow/PA/NP
16565,Res,Resident/Fellow/PA/NP
16566,DataMg,Not Specified
16567,RO,Read Only
16568,CM,Case Manager
16569,Res,Resident/Fellow/PA/NP
16570,Res,Resident/Fellow/PA/NP
16571,RN,Read Only
16572,UCO,UCO
16573,Res,Resident/Fellow/PA/NP
16574,UCO,UCO
16575,MDs,Resident/Fellow/PA/NP
16576,Res,Resident/Fellow/PA/NP
16577,CM,Case Manager
16578,Res,Resident/Fellow/PA/NP
16579,Res,Resident/Fellow/PA/NP
16580,MD,Attending
16581,RN,RN
16582,Rehab,Rehabilitation
16583,Res,Resident/Fellow/PA/NP
16584,MD,Attending
16585,RPH,Pharmacist
16586,RN,RN
16587,MD,Not Specified
16588,Res,Resident/Fellow/PA/NP
16589,MedStu,Not Specified
16590,RO,Read Only
16591,RO,Read Only
16592,SN,Not Specified
16593,RN,RN
16594,MD,Not Specified
16595,RO,Read Only
16596,MSIV,Not Specified
16597,RT,Respiratory
16598,Res,Resident/Fellow/PA/NP
16599,Res,Resident/Fellow/PA/NP
16600,RO,Read Only
16601,STD,Not Specified
16602,Res,Resident/Fellow/PA/NP
16603,RN,RN
16604,RN,RN
16605,Res,Resident/Fellow/PA/NP
16606,PC,Pastoral Care
16607,RO,Read Only
16608,Res,Resident/Fellow/PA/NP
16609,RN,RN
16610,SRT,Not Specified
16611,Coor,Not Specified
16612,Res,Resident/Fellow/PA/NP
16613,Res,Resident/Fellow/PA/NP
16614,MD,Attending
16615,Res,Resident/Fellow/PA/NP
16616,Res,Resident/Fellow/PA/NP
16617,RN,RN
16618,MD,Attending
16619,MD,Attending
16620,Res,Resident/Fellow/PA/NP
16621,Res,Resident/Fellow/PA/NP
16622,Res,Resident/Fellow/PA/NP
16623,CM,Case Manager
16624,RO,Read Only
16625,Res,Resident/Fellow/PA/NP
16626,MD,Attending
16627,Res,Resident/Fellow/PA/NP
16628,Res,Resident/Fellow/PA/NP
16629,Res,Resident/Fellow/PA/NP
16630,MD,Not Specified
16631,RO,Read Only
16632,RO,Read Only
16633,RN,Not Specified
16634,RN,RN
16635,RO,Read Only
16636,RO,Read Only
16637,MD,Not Specified
16638,MD,Not Specified
16639,MS,Not Specified
16640,PT,Not Specified
16641,RO,Read Only
16642,RO,Read Only
16643,RN,RN
16644,MS,Not Specified
16645,MD,Resident/Fellow/PA/NP
16646,RPh,Not Specified
16647,RO,Read Only
16648,MD,Read Only
16649,RN,RN
16650,Res,Resident/Fellow/PA/NP
16651,Md,Not Specified
16652,RO,Read Only
16653,MD,Not Specified
16654,Res,Resident/Fellow/PA/NP
16655,Res,Resident/Fellow/PA/NP
16656,Res,Resident/Fellow/PA/NP
16657,MDs,Resident/Fellow/PA/NP
16658,RN,Not Specified
16659,RO,Read Only
16660,RN,Read Only
16661,PCT,Not Specified
16662,RO,Read Only
16663,RO,Read Only
16664,RO,Read Only
16665,RN,Not Specified
16666,UA,Not Specified
16667,MD,Attending
16668,RO,Read Only
16669,RO,Read Only
16670,RN,Case Manager
16671,Res,Resident/Fellow/PA/NP
16672,RN,Case Manager
16673,RN,Not Specified
16674,RN,Not Specified
16675,MDs,Not Specified
16676,Studen,Not Specified
16677,PCT,PCT/NA
16678,Rehab,Rehabilitation
16679,PCT,PCT/NA
16680,Res,Resident/Fellow/PA/NP
16681,MD,Attending
16682,Res,Resident/Fellow/PA/NP
16683,RO,Read Only
16684,Studen,Not Specified
16685,RO,Read Only
16686,RO,Read Only
16687,MD,Attending
16688,RO,Read Only
16689,RO,Read Only
16690,Rehab,Rehabilitation
16691,Res,Resident/Fellow/PA/NP
16692,Res,Resident/Fellow/PA/NP
16693,PCT,PCT/NA
16694,RN,RN
16695,RO,Read Only
16696,Rehab,Rehabilitation
16697,Res,Resident/Fellow/PA/NP
16698,RO,Read Only
16699,MD,Not Specified
16700,Res,Resident/Fellow/PA/NP
16701,Res,Resident/Fellow/PA/NP
16702,Res,Resident/Fellow/PA/NP
16703,RT,Respiratory
16704,RN,RN
16705,RO,Read Only
16706,RN,Not Specified
16707,RN,RN
16708,MD,Not Specified
16709,RN,RN
16710,Rehab,Rehabilitation
16711,MD,Not Specified
16712,MD,Not Specified
16713,MD,Not Specified
16714,RN,RN
16715,Res,Resident/Fellow/PA/NP
16716,MD,Attending
16717,MSIV,Not Specified
16718,Not Specified,Not Specified
16719,UCO,Not Specified
16720,RT,Respiratory
16721,MD,Attending
16722,Rehab,Rehabilitation
16723,RN,RN
16724,Res,Resident/Fellow/PA/NP
16725,RD,Dietitian
16726,Res,Resident/Fellow/PA/NP
16727,Res,Resident/Fellow/PA/NP
16728,RN,RN
16729,Rehab,Rehabilitation
16730,Res,Resident/Fellow/PA/NP
16731,Rehab,Rehabilitation
16732,RO,Read Only
16733,RPH,Pharmacist
16734,MD,Not Specified
16735,RN,Not Specified
16736,MD,Not Specified
16737,Rehab,Rehabilitation
16738,RO,Read Only
16739,Res,Resident/Fellow/PA/NP
16740,MD,Attending
16741,MD,Not Specified
16742,RN,RN
16743,Res,Resident/Fellow/PA/NP
16744,RN,RN
16745,MD,Not Specified
16746,RT,Respiratory
16747,MD,Attending
16748,RO,Read Only
16749,Res,Resident/Fellow/PA/NP
16750,Res,Resident/Fellow/PA/NP
16751,Res,Resident/Fellow/PA/NP
16752,Res,Resident/Fellow/PA/NP
16753,Res,Resident/Fellow/PA/NP
16754,RO,Read Only
16755,MD,Read Only
16756,RO,Read Only
16757,Res,Resident/Fellow/PA/NP
16758,Res,Resident/Fellow/PA/NP
16759,Res,Resident/Fellow/PA/NP
16760,Res,Resident/Fellow/PA/NP
16761,Res,Resident/Fellow/PA/NP
16762,Res,Resident/Fellow/PA/NP
16763,Res,Resident/Fellow/PA/NP
16764,CM,Case Manager
16765,Res,Resident/Fellow/PA/NP
16766,RN,RN
16767,MD,Not Specified
16768,Res,Resident/Fellow/PA/NP
16769,RN,Not Specified
16770,MD,Read Only
16771,RPH,Pharmacist
16772,RO,Read Only
16773,Res,Resident/Fellow/PA/NP
16774,Res,Resident/Fellow/PA/NP
16775,Res,Resident/Fellow/PA/NP
16776,Res,Resident/Fellow/PA/NP
16777,CM,Case Manager
16778,Res,Resident/Fellow/PA/NP
16779,Res,Resident/Fellow/PA/NP
16780,Res,Resident/Fellow/PA/NP
16781,PCT,PCT/NA
16782,UCO,UCO
16783,Rehab,Rehabilitation
16784,MD,Attending
16785,Res,Resident/Fellow/PA/NP
16786,RPH,Pharmacist
16787,Res,Resident/Fellow/PA/NP
16788,RO,Read Only
16789,Rehab,Rehabilitation
16790,RO,Read Only
16791,MD,Not Specified
16792,PCT,PCT/NA
16793,MD,Not Specified
16794,MD,Read Only
16795,RO,Read Only
16796,Res,Resident/Fellow/PA/NP
16797,RN,RN
16798,PharmD,Not Specified
16799,md,Read Only
16800,RO,Read Only
16801,RO,Read Only
16802,Res,Resident/Fellow/PA/NP
16803,UA,UCO
16804,MD,Not Specified
16805,RO,Read Only
16806,IMD,IMD
16807,SW,Social Worker
16808,RO,Read Only
16809,RO,Read Only
16810,MD,Resident/Fellow/PA/NP
16811,Res,Resident/Fellow/PA/NP
16812,RO,Read Only
16813,MDs,Not Specified
16814,Res,Resident/Fellow/PA/NP
16815,RO,Read Only
16816,RO,Read Only
16817,MS,Not Specified
16818,RN,RN
16819,MD,Not Specified
16820,RO,Read Only
16821,RO,Read Only
16822,RO,Read Only
16823,UCO,Not Specified
16824,RTStu,Not Specified
16825,MS,UCO
16826,MD,Not Specified
16827,UA,UCO
16828,Res,Resident/Fellow/PA/NP
16829,Prog,Not Specified
16830,RO,Read Only
16831,MS,Not Specified
16832,UCO,Not Specified
16833,RO,Read Only
16834,RO,Read Only
16835,RO,Read Only
16836,UCO,UCO
16837,RN,RN
16838,RD,Dietitian
16839,RO,Read Only
16840,RO,Read Only
16841,RO,Read Only
16842,RPh,Not Specified
16843,ReschA,Not Specified
16844,RO,Read Only
16845,StPHa,Not Specified
16846,CoWker,Not Specified
16847,CRA,Not Specified
16848,RRT,Not Specified
16849,RO,Read Only
16850,PT,Not Specified
16851,MD,Not Specified
16852,Res,Resident/Fellow/PA/NP
16853,DI,Dietitian
16854,RT,Respiratory
16855,MS,Not Specified
16856,RO,Read Only
16857,Res,Resident/Fellow/PA/NP
16858,PHaD,Not Specified
16859,Res,Resident/Fellow/PA/NP
16860,MD,Read Only
16861,rn,RN
16862,SW,Social Worker
16863,Res,Resident/Fellow/PA/NP
16864,rn,Not Specified
16865,RN,Not Specified
16866,RN,RN
16867,MD,Attending
16868,RO,Read Only
16869,RN,Not Specified
16870,RN,RN
16871,RO,Read Only
16872,RO,Read Only
16873,MD,Not Specified
16874,RO,Read Only
16875,MD,Not Specified
16876,RO,Read Only
16877,Res,Not Specified
16878,RO,Read Only
16879,RO,Read Only
16880,RO,Read Only
16881,Stu,Not Specified
16882,Res,Not Specified
16883,Not Specified,Not Specified
16884,RO,Read Only
16885,MD,Attending
16886,RN,RPh,Not Specified
16887,MD,Not Specified
16888,MD,Read Only
16889,RO,Read Only
16890,RN,RN
16891,UCO,UCO
16892,RO,Read Only
16893,RO,Read Only
16894,RN,Not Specified
16895,RO,Read Only
16896,MD,Not Specified
16897,MD,Not Specified
16898,MD,Not Specified
16899,RN,Not Specified
16900,RO,Read Only
16901,RN,RN
16902,MS,Not Specified
16903,RN,Not Specified
16904,MD,Not Specified
16905,MD,Not Specified
16906,ISSUPP,Not Specified
16907,MD,Resident/Fellow/PA/NP
16908,MD,Not Specified
16909,RO,Read Only
16910,MD,Not Specified
16911,RO,Read Only
